Title,Authors,Abstract,Date,DOI,Source
"An open label, adaptive, phase 1 trial of high-dose oral nitazoxanide in healthy volunteers: an antiviral candidate for SARS-CoV-2","Walker, L. E.; FitzGerald, R.; Saunders, G.; Lyon, R.; Fisher, M.; Martin, K.; Eberhart, I.; Woods, C.; Ewings, S.; Hale, C.; Rajoli, R. K.; Else, L.; Dilly-Penchala, S.; Amara, A.; Lalloo, D. G.; Jacobs, M.; Pertinez, H.; Hatchard, P.; Waugh, R.; Lawrence, M.; Johnson, L.; Fines, K.; Reynolds, H.; Rowland, T.; Crook, R.; Byrne, K.; Mozgunov, P.; Jaki, T.; Khoo, S.; Owen, A.; Griffiths, G.; Fletcher, T. E.","Repurposing approved drugs may rapidly establish effective interventions during a public health crisis. This has yielded immunomodulatory treatments for severe COVID-19, but repurposed antivirals have not been successful to date because of redundancy of the target in vivo or suboptimal exposures at studied doses. Nitazoxanide is an FDA approved antiparasitic medicine, that physiologically-based pharmacokinetic (PBPK) modelling has indicated may provide antiviral concentrations across the dosing interval, when repurposed at higher than approved doses. Within the AGILE trial platform (NCT04746183) an open label, adaptive, phase 1 trial in healthy adult participants was undertaken with high dose nitazoxanide. Participants received 1500mg nitazoxanide orally twice-daily with food for 7 days. Primary outcomes were safety, tolerability, optimum dose and schedule. Intensive pharmacokinetic sampling was undertaken day 1 and 5 with Cmin sampling on day 3 and 7. Fourteen healthy participants were enrolled between 18th February and 11th May 2021. All 14 doses were completed by 10/14 participants. Nitazoxanide was safe and well tolerated with no significant adverse events. Moderate gastrointestinal disturbance (loose stools) occurred in 8 participants (57.1%), with urine and sclera discolouration in 12 (85.7%) and 9 (64.3%) participants, respectively, without clinically significant bilirubin elevation. This was self-limiting and resolved upon drug discontinuation. PBPK predictions were confirmed on day 1 but with underprediction at day 5. Median Cmin was above the in vitro target concentration on first dose and maintained throughout. Nitazoxanide administered at 1500mg BID with food was safe and well tolerated and a phase 1b/2a study is now being initiated in COVID-19 patients.",2021-09-11,10.1101/2021.09.10.21263376,medRxiv (Preprint)
Covid-19 Associated Hepatitis in children (CAH-C) during the second wave of SARS-CoV-2 infections in Central India: Is it a complication or transient phenomenon.,"Rawat, S. K.; Asati, A. a.; Jain, A.; Ratho, R. K.; Mishra, N.","ObjectiveWhile pediatric population has largely remained free of severe COVID-19, in some cases SARS-CoV-2 infection has been associated with complications like Multiple Inflammatory Syndrome in children (MIS-C). We mention another unique presentation subsequent to asymptomatic infection of SARS-CoV-2, a unique form of hepatitis designated by us as COVID-19 Associated Hepatitis in Children (CAH-C). The contrasting clinical presentations, temporal association and viral parameters of CAH-C cases, to the MIS-C cases are presented here.

MethodsAs a retrospective and follow-up observational study we reviewed all children testing positive for SARS-CoV-2 during study period. Children presenting with ""sudden onset of hepatitis, elevated transaminases, non-obstructive jaundice, lacking marked inflammatory responses and without evidence of (a) other known causes of acute hepatitis or previous underlying liver disease (b) multi-system involvement"" were classified as CAH-C, are described here.

ResultsAmong 475 children tested positive, 47 patients presented with hepatitis, 37 patients had features of CAH-C, having symptoms of hepatitis only, with un-elevated inflammatory markers and uneventful recovery following supportive treatment. Whereas remaining 10 MIS-C hepatitis had protracted illness, multiple system involvement, required admission to critical care, and had mortality of 30%.

ConclusionWith the emergence of newer variants of concern (VOC) including the Delta variant which predominated the second wave of infections in India and has now spread to more than 142 countries with changing presentations, CAH-C might be one of them. Cases of such new entities need to be identified early and differentiated from other emerging syndromes in children during the ongoing pandemic for preventing adversities by timely intervention.

Conflicts of interestThe authors declare that they have no conflicts of interest related to the study or its findings. All authors have contributed to the conceptualization and manuscript writing of the study, the final version is approved by all the authors. We declare there are no competing interests involved among the authors.

Funding and ethics approvalCurrent research received no specific grant from any funding agency in the public, commercial or not-for-profit sectors. The follow-up and analysis work was performed after obtaining due approval of human ethics committee of the institution (Ref no. IEC/BMC/80/21).",2021-09-21,10.1101/2021.07.23.21260716,medRxiv (Preprint)
"Epidemiology, Clinico-Pathological Characteristics, and Comorbidities of SARS-CoV-2 infected Pakistani Patients","Omer, S.; Sarwar, M. B.; Roman, M.; Usman, M.; Khan, M. A.; Afzal, N.; Qaiser, T. A.; Yasir, M.; Shahzad, F.; Tahir, R.; Ayub, S.; Akram, J.; Jahan, S.","SARS-CoV-2 is a causative agent for COVI-19 disease, initially reported from Wuhan, China. Infected Patients experienced mild to severe symptoms, resulting in several fatalities due to a weak understanding of its pathogenesis, which is the same even to date. This cross-sectional study has been designed on four hundred and fifty-two symptomatic, mild-to-moderate, and severe/critical patients to understand the epidemiology and clinical characteristics of COVID-19 patients with their comorbidities and response to treatment. The mean age of studied patients was (58{+/-}14.42) years, and the overall male to female ratio was 61.7 to 38.2%, respectively. 27.3% of the patients had a history of exposure, 11.9% travel history, while for 60% of patients, the source of infection was unknown. The most prevalent signs and symptoms in ICU patients were dry coughs, myalgias, shortness of breath, gastrointestinal discomfort, and abnormal Chest X-ray (p<0.001), along with the high percentage of hypertension (p=0.007) and COPD (p=0.029) as leading comorbidities. Complete Blood Counts indicators were significantly increased in severe patients, while the Coagulation Profile and D-dimer values were significantly higher in mild-to-moderate (non-ICU) patients (p < 0.001). Serum Creatinine (1.22 umole L-1; p = 0.016) and LDH (619 umol L-1; p < 0.001) indicators were significantly high in non-ICU patients while, raised values of Total Bilirubin (0.91 umol L-1; p = 0.054), CRP (84.68 mg L-1; p = 0.001) and Ferritin (996.81 mg L-1; p < 0.001) were found in ICU patients. Drug Dexamethasone was the leading prescribed and administrated medicine to the COVID-19 patients, followed by Remdesivir, Meropenem, Heparin, and Tocilizumab, respectively. A characteristic pattern of Ground glass opacities (GGO), consolidation, and interlobular septal thickening were prominent in severely infected patients. These findings could be used for future research, control, and prevention of SARS-CoV-2 infected patients.",2021-09-27,10.1101/2021.09.25.21264111,medRxiv (Preprint)
Evaluation of liver function tests and C-reactive protein in COVID-19 (SARS Cov-2) positive patients diagnosed by Real-time PCR,"Khurshid, F.; Iqbal, S.; Mumtaz, M.","BACKGROUND AND AIMSThe SARS-CoV-2 pandemic, has caused an unconventional social and economic impact globally. To date, there was limited data regarding the effect of COVID-19 infection on the trend of RT-PCR Ct value, risk factors for disease, effect on liver enzymes, etc. This study aimed to assess the frequency of COVID-19 infection in different age groups and genders. Association of cycle threshold (Ct) values with disease severity and to describe the effect of COVID-19 infection on LFT, Deritis ratio, and CRP. That can be used as indicators for COVID-19 infection diagnosis, the guidance for treatment decisions, and prognosis in infected individuals.

METHODSThis was a cross-sectional study conducted in the Molecular Biology and Chemical Pathology sections of the Pathology Department, Shalamar Teaching Hospital Lahore from November 2020 to March 2021.

ResultsMales 51% were more likely to be infected by SARS-CoV-2. Most of the infected individuals 36.5% were in the age group 20-40. Age and underlying comorbidities are important factors that play a significant role in COVID-19 severity. The uppermost number of the patients had symptoms of fever 78.3%, cough 50.4% and myalgias 50.1% RT-PCR low Ct value could be an important indicator related with the disease severity and mortality risk p value < 0.001 and 0.003 respectively. Bilirubin indirect, ALT, AST, and CRP were significantly associated with disease severity. Deritis ratio and CRP was found to be significantly associated with the risk of mortality.

CONCLUSIONSReal-Time PCR results along with Ct values for SARS-CoV-2 may have benefit for clinicians in patient management decisions. Several risk factors e.g., age and comorbidities for developing severe disease and mortality risk have been identified. These biochemical laboratory parameters ALT, AST, Deritis ratio and CRP can be used as predictive biomarkers for progression towards severe disease and risk of mortality.",2021-10-01,10.1101/2021.09.29.21264304,medRxiv (Preprint)
"Neonatal outcomes of preterm infants born during COVID-19 community lockdowns in Melbourne, Australia","Mulcahy, B.; Rolnik, D.; Matheson, A.; Liu, Y.; Palmer, K.; Mol, B. W.; Malhotra, A.","BackgroundCommunity lockdowns during the COVID-19 pandemic may influence preterm birth rates, but mechanisms are unclear.

MethodsWe compared neonatal outcomes of preterm infants born to mothers exposed to community lockdowns in 2020 (exposed group) to those born in 2019 (control group). Main outcome studied was composite of significant neonatal morbidity or death.

ResultsMedian gestational age was 35+4 weeks (295 infants, exposed group) vs. 35+0 weeks (347 infants, control group) (p = 0.108). The main outcome occurred in 36/295 (12.2%) infants in exposed group vs. 46/347 (13.3%) in control group (p = 0.69). Continuous positive airway pressure (CPAP) use, jaundice requiring phototherapy, hypoglycaemia requiring treatment, early neonatal white cell and neutrophil counts were significantly reduced in the exposed group.

ConclusionsCOVID-19 community lockdowns did not alter composite neonatal outcomes in preterm infants, but reduced rates of some common outcomes, and early white cell and neutrophil counts.",2021-10-01,10.1101/2021.09.29.21264295,medRxiv (Preprint)
"Preterm outcomes following COVID-19 lockdowns, Melbourne, Australia","Mulcahy, B.; Rolnik, D.; Matheson, A.; Liu, Y.; Palmer, K.; Mol, B. W.; Malhotra, A.","BackgroundCommunity lockdowns during the COVID-19 pandemic may influence preterm birth rates, but mechanisms are unclear.

MethodsWe compared neonatal outcomes of preterm infants born to mothers exposed to community lockdowns in 2020 (exposed group) to those born in 2019 (control group). Main outcome studied was composite of significant neonatal morbidity or death.

ResultsMedian gestational age was 35+4 weeks (295 infants, exposed group) vs. 35+0 weeks (347 infants, control group) (p = 0.108). The main outcome occurred in 36/295 (12.2%) infants in exposed group vs. 46/347 (13.3%) in control group (p = 0.69). Continuous positive airway pressure (CPAP) use, jaundice requiring phototherapy, hypoglycaemia requiring treatment, early neonatal white cell and neutrophil counts were significantly reduced in the exposed group.

ConclusionsCOVID-19 community lockdowns did not alter composite neonatal outcomes in preterm infants, but reduced rates of some common outcomes, and early white cell and neutrophil counts.",2021-10-02,10.1101/2021.09.29.21264295,medRxiv (Preprint)
Covid-19 Associated Hepatitis in children (CAH-C) during the second wave of SARS-CoV-2 infections in Central India: Is it a complication or transient phenomenon.,"Rawat, S. K.; Asati, A. a.; Jain, A.; Ratho, R. K.; Mishra, N.","ObjectiveWhile pediatric population has largely remained free of severe COVID-19, in some cases SARS-CoV-2 infection has been associated with complications like Multiple Inflammatory Syndrome in children (MIS-C). We mention another unique presentation subsequent to asymptomatic infection of SARS-CoV-2, a unique form of hepatitis designated by us as COVID-19 Associated Hepatitis in Children (CAH-C). The contrasting clinical presentations, temporal association and viral parameters of CAH-C cases, to the MIS-C cases are presented here.

MethodsAs a retrospective and follow-up observational study we reviewed all children testing positive for SARS-CoV-2 during study period. Children presenting with ""sudden onset of hepatitis, elevated transaminases, non-obstructive jaundice, lacking marked inflammatory responses and without evidence of (a) other known causes of acute hepatitis or previous underlying liver disease (b) multi-system involvement"" were classified as CAH-C, are described here.

ResultsAmong 475 children tested positive, 47 patients presented with hepatitis, 37 patients had features of CAH-C, having symptoms of hepatitis only, with un-elevated inflammatory markers and uneventful recovery following supportive treatment. Whereas remaining 10 MIS-C hepatitis had protracted illness, multiple system involvement, required admission to critical care, and had mortality of 30%.

ConclusionWith the emergence of newer variants of concern (VOC) including the Delta variant which predominated the second wave of infections in India and has now spread to more than 142 countries with changing presentations, CAH-C might be one of them. Cases of such new entities need to be identified early and differentiated from other emerging syndromes in children during the ongoing pandemic for preventing adversities by timely intervention.

Conflicts of interestThe authors declare that they have no conflicts of interest related to the study or its findings. All authors have contributed to the conceptualization and manuscript writing of the study, the final version is approved by all the authors. We declare there are no competing interests involved among the authors.

Funding and ethics approvalCurrent research received no specific grant from any funding agency in the public, commercial or not-for-profit sectors. The follow-up and analysis work was performed after obtaining due approval of human ethics committee of the institution (Ref no. IEC/BMC/80/21).",2021-10-02,10.1101/2021.07.23.21260716,medRxiv (Preprint)
Comparison of endoscopic activity before and during the covid pandemic at a tertiary care hospital in South Punjab,"Mohyud Din, F.; Gul, M. A.; Hameed, N.; Hameed, R.; Zaidi, Y.; Kanju, S.; Tameez-ud-din, A.; Altaf, S. M.; Tameez Ud Din, A.","IntroductionCoronavirus disease 2019 (COVID-19) has resulted in dramatic changes to health-care delivery. Endoscopic activity has had frequent disruptions during this pandemic. The objective of the study was to see the influence of pandemic over the endoscopic activity.

MethodsThis retrospective analysis of endoscopic activity was undertaken at Nishtar Hospital Multan. Procedural analysis was done in the three months immediately after covid lockdown (1st April till 30th June 2020) and was compared to a similar period one year back.

ResultsFive hundred and fifty-four (68.5%) patients underwent endoscopic procedures during the three months of pre-COVID era, while this number reduced to half (n=255, 31.5%) patients during the covid pandemic. Even though the absolute number of Esophagogastroduodenoscopies (EGDs) reduced during the pandemic, patients were more likely to undergo EGDs during the COVID pandemic in contrast to the era before the pandemic (79% versus 66%, p = 0.002). The most common indication for EGD was upper gastrointestinal bleeding (UGIB). The percentage of EGDs done for UGIB rose from almost 60% to 80% during the covid pandemic (p < 0.001). The most common findings were esophageal varices and portal gastropathy (non-significant difference during and before the pandemic). Percentage of ERCPs done for obstructive jaundice doubled during the COVID pandemic (33% versus 65%, p = 0.002).The most common indication for sigmoidoscopy or colonoscopy was lower gastrointestinal bleeding. However, no significant difference was found before and during the covid pandemic (41.7% and 45.8% respectively, p=0.72). Internal hemorrhoids were the most common endoscopic finding. Colon cancer diagnosis reduced from 10% to undetected during the pandemic period.

ConclusionCOVID pandemic resulted in considerable reduction in all type of endoscopic procedures. Majority of procedures were done for emergency indications like gastrointestinal bleeding. Rates of cancer detection was significantly reduced.",2021-10-14,10.1101/2021.10.11.21264820,medRxiv (Preprint)
Determining the Impact of Ethnicity on the Accuracy of Measurements of Oxygen Saturations. A Retrospective Cohort Study,"Bangash, M. N.; Hodson, J.; Evison, F.; Patel, J. M.; Johnston, A. M.; Gallier, S.; Sapey, E.; Parekh, D.","BackgroundPulse oximeters are routinely used in community and hospital settings worldwide as a rapid, non-invasive, and readily available bedside tool to approximate blood oxygenation. Potential racial biases in SpO2 measurements may influence the accuracy of pulse oximetry readings and impact clinical decision making. We aimed to assess whether the accuracy of oxygen saturation measured by peripheral pulse oximetry (SpO2), relative to arterial blood gas (SaO2), varies by ethnicity.

MethodsIn this large retrospective observational cohort study covering four NHS Hospitals serving a large urban population in Birmingham, consecutive patients admitted to hospital requiring oxygen therapy were identified by electronic patient records. For each spell, the first available pair of SpO2 and SaO2 measurements taken within an interval of less than 20 minutes were identified and included in the analysis. The differences between SpO2 and SaO2 measurements, were compared across self-identified groups of ethnicities. These differences were subsequently adjusted for age, sex, bilirubin, systolic blood pressure, carboxyhaemaglobin saturations and the time interval between SpO2 and SaO2 measurements.

FindingsPaired O2 saturation measurements from 16818 inpatient spells between 1st January 2017 and 18th February 2021, were analysed. The cohort self-identified as being of White (81.2%), Asian (11.7%), Black (4.0%), or Other (3.2%) ethnicities. Across the cohort, SpO2 was significantly higher than SaO2 (median: 98% vs. 97%, p<0.001), with a median difference of 0.5 percentage points (pps). However, the size of this difference varied considerably with the magnitude of SaO2, with SpO2 overestimation by a median of 3.8pp for SaO2 values <90% but underestimating by a median of 0.4pp for an SaO2 of 95%. The differences between SpO2 and SaO2 were also found to vary significantly by ethnicity, with this difference being 0.8pp (95% confidence interval: 0.6-1.0) greater in those of Black vs. White ethnicity. These differences resulted in 6.1% vs. 8.7% of White vs. Black patients classified as normoxic on SpO2 who were hypoxic on the gold standard SaO2 reading (p=0.007).

InterpretationPulse oximetry tends to overestimate O2 saturation, and this is more pronounced in patients of Black ethnicity. Prospective studies are urgently warranted to assess the impact of ethnicity on the accuracy of pulse oximetry, to ensure care is optimised for all.

FundingThis work was supported by PIONEER, the Health Data Research UK (HDR-UK) Health Data Research Hub in acute care. HDR-UK is an initiative funded by the UK Research and Innovation, Department of Health and Social Care (England) and the devolved administrations, and leading medical research charities.",2021-11-26,10.1101/2021.11.21.21266662,medRxiv (Preprint)
Serum uric acid and total bilirubin as putative biomarkers of resistance in Prodromal Parkinson's disease: Longitudinal data from the PPMI study.,"Koros, C.; Simitsi, A. M.; Bougea, A.; Papagiannakis, N.; Prentakis, A.; Papadimitriou, D.; Pachi, I.; Angelopoulou, E.; Beratis, I.; Efthymiopoulou, E.; Stefanis, L.; Bozi, M.; Papageorgiou, S. G.; Geronicola Trapali, X.; Bonakis, A.; Stamelou, M.; Stamelou, M.","BackgroundThe role of blood uric acid and more recently bilirubin as biomarkers in symptomatic motor PD has been increasingly established in the literature.

ObjectiveOur present study assessed the role of serum uric acid and total bilirubin as putative biomarkers in a prodromal PD cohort followed longitudinally.

MethodsLongitudinal 5-year serum uric acid and total bilirubin measurement data of 65 Prodromal PD patients (including REM Sleep Behavior disorder (RBD), N=39 and Hyposmia, N=26) with an abnormal DATSCAN imaging were downloaded from the Parkinsons Progression Markers Initiative (PPMI) database. This cohort was compared with 423 de novo sporadic PD patients and 196 healthy controls enrolled in the same study.

ResultsAfter adjusting for age, sex and Body Mass Index (BMI), baseline and 5-year longitudinal serum uric acid levels were higher in the Prodromal cohort and RBD subgroup as compared to the motor PD cohort. This was also true for longitudinal measurements in the Hyposmic subgroup. In contrast, baseline and longitudinal serum total bilirubin did not differ between each prodromal group and the PD cohort.

ConclusionsOur results are indicative of a role of serum uric acid (but probably not of total bilirubin) as a marker of neuroprotection, in a certain subgroup of premotor patients exhibiting exclusively non motor features (hyposmia or RBD). It is possible that an inherent antioxidant resistance of a subset of RBD or hyposmia patients with high serum uric acid level delayed or precluded the emergence of a motor PD phenotype as opposed to the PD cohort.",2021-12-05,10.1101/2021.12.04.21267290,medRxiv (Preprint)
Expression of γ-globin genes in β-thalassemia patients treated with sirolimus: results from a pilot clinical trial (Sirthalaclin),"Zuccato, C.; Cosenza, L. C.; Zurlo, M.; Gasparello, J.; Papi, C.; d'Aversa, E.; Breveglieri, G.; Lampronti, I.; Finotti, A.; Borgatti, M.; Scapoli, C.; Stievano, A.; Fortini, M.; Ramazzotti, E.; Marchetti, N.; Prosdocimi, M.; Gamberini, M. R.; Gambari, R.","IntroductionThe {beta}-thalassemias are due to autosomal mutations of the {beta}-globin gene, inducing absence or low-level synthesis of {beta}-globin in erythroid cells. It is widely accepted that high production of fetal hemoglobin (HbF) is beneficial for {beta}-thalassemia patients. Sirolimus, also known as rapamycin, is a lipophilic macrolide isolated from a strain of Streptomyces hygroscopicus found to be a strong HbF inducer in vitro and in vivo. In this study, we report biochemical, molecular and clinical results of the sirolimus-based NCT03877809 clinical trial (A Personalized Medicine Approach for {beta}-thalassemia Transfusion Dependent Patients: Testing sirolimus in a First Pilot Clinical Trial: Sirthalaclin).

MethodsAccumulation of {gamma}-globin mRNA was analyzed by reverse-transcription-quantitative PCR and the hemoglobin pattern by HPLC. The immunophenotype was analyzed by FACS using antibodies against CD3, CD4, CD8, CD14, CD19, CD25.

ResultsThe results were obtained in 8 patients with {beta}+/{beta}+ and {beta}+/{beta}0 genotypes, treated with a starting dosage of 1 mg/day sirolimus for 24-48 weeks. The first finding of the study was that expression of {gamma}-globin mRNA was increased in blood and erythroid precursor cells isolated from {beta}-thalassemia patients treated with low-dose sirolimus. A second important conclusion of our trial was that sirolimus influences erythropoiesis and reduces biochemical markers associated to ineffective erythropoiesis (I.E.) (excess of free -globin chains, bilirubin, soluble transferrin receptor and ferritin). In most (7/8) of the patients a decrease of the transfusion demand index was observed. The drug was well tolerated with minor effects on immunophenotype, the only side effect being frequently occurring stomatitis.

ConclusionsThe data obtained indicate that sirolimus given at low doses modifies hematopoiesis and induces increased expression of {gamma}-globin genes in a sub-set of {beta}-thalassemia patients. Further clinical trials are warranted, considering the possibility to test the drug in patients with less severe forms of the disease and exploring combination therapies.",2021-12-21,10.1101/2021.12.20.21267830,medRxiv (Preprint)
COVID-19 Time of Intubation Mortality Evaluation (C-TIME): A System for Predicting Mortality of Patients with COVID-19 Pneumonia at the Time They Require Mechanical Ventilation.,"Raschke, R. A.; Rangan, P.; Agarwal, S.; Uppalapu, S.; Sher, N.; Curry, S. c.; Hesie, C. W.","BackgroundAn accurate system to predict mortality in patients requiring intubation for COVID-19 could help to inform consent, frame family expectations and assist end-of-life decisions.

Research objectiveTo develop and validate a mortality prediction system called C-TIME (COVID-19 Time of Intubation Mortality Evaluation) using variables available before intubation, determine its discriminant accuracy, and compare it to APACHE IVa and SOFA.

MethodsA retrospective cohort was set in 18 medical-surgical ICUs, enrolling consecutive adults, positive by SARS-CoV 2 RNA by reverse transcriptase polymerase chain reaction or positive rapid antigen test, and undergoing endotracheal intubation. All were followed until hospital discharge or death. The combined outcome was hospital mortality or terminal extubation with hospice discharge. Twenty-five clinical and laboratory variables available 48 hours prior to intubation were entered into multiple logistic regression (MLR) and the resulting model was used to predict mortality of validation cohort patients. AUROC was calculated for C-TIME, APACHE IVa and SOFA.

ResultsThe median age of the 2,440 study patients was 66 years; 61.6 percent were men, and 50.5 percent were Hispanic, Native American or African American. Age, gender, COPD, minimum mean arterial pressure, Glasgow Coma scale score, and PaO2/FiO2 ratio, maximum creatinine and bilirubin, receiving factor Xa inhibitors, days receiving non-invasive respiratory support and days receiving corticosteroids prior to intubation were significantly associated with the outcome variable. The validation cohort comprised 1,179 patients. C-TIME had the highest AUROC of 0.75 (95%CI 0.72-0.79), vs 0.67 (0.64-0.71) and 0.59 (0.55-0.62) for APACHE and SOFA, respectively (Chi2 P<0.0001).

ConclusionsC-TIME is the only mortality prediction score specifically developed and validated for COVID-19 patients who require mechanical ventilation. It has acceptable discriminant accuracy and goodness-of-fit to assist decision-making just prior to intubation. The C-TIME mortality prediction calculator can be freely accessed on-line at https://phoenixmed.arizona.edu/ctime.",2022-01-11,10.1101/2022.01.09.22268977,medRxiv (Preprint)
Development of a Model for Differentiating PDAC from Benign Pancreatic Conditions: A Prospective Case-control Study,"Zardab, M.; Balarajah, V.; Banerjee, A.; Stasinos, K.; Saad, A.; Imrali, A.; Hughes, C.; Roberts, R.; Vajrala, A.; Chelala, C.; Kocher, H. M.; Dayem Ullah, A. Z. M.","Background & aimsPancreatic ductal adenocarcinoma (PDAC) continues to be a devastating disease with late diagnosis and poor overall survival, complicated by clinical presentations similar to benign pancreatic diseases. We aimed to analyse clinical parameters with the goal of developing a prediction model for differentiating suspected PDAC from benign pancreatic conditions.

Methods and resultsWe used a prospectively recruited cohort of patients with pancreatic disease (n=762) enrolled at the Barts Pancreas Tissue Bank between January 1, 2008 and September 21, 2021 to perform a case-control study examining the association of PDAC (n=340) with predictor variables including demographics, comorbidities, lifestyle factors, presenting symptoms and commonly performed blood tests. Using a machine learning approach, candidate PDAC risk-prediction algorithms were trained on 75% of the cohort, using a subset of the predictor variables identified from a preliminary observational association study. Models were assessed on the remaining 25%. Multiple imputed datasets were used for both training and validation to accommodate for unknown data.

Age (over 55), weight loss in hypertensive patients, recent symptom of jaundice, high serum bilirubin, low serum creatinine, high serum alkaline phosphatase, low lymphocyte count and low serum sodium were the most important features when separating putative PDAC cases from less severe pancreatic conditions. A simple logistic regression model had the best performance with an area under the curve (AUC) of 0.88. Setting a probability threshold of 0.17 guided by the maximum F2 score, a sensitivity of 95.6% was reached in the full cohort which could lead to early detection of around 84% of the PDAC patients.

ConclusionThe resultant prediction model significantly outperformed the current UK guidelines for suspected pancreatic cancer referral and could improve detection rates of PDAC in the community. After further work this approach could lead to an easy to understand, utilisable risk score to be applied in the primary and secondary care setting for referring patients to specialist hepato-pancreatico-biliary services.",2022-03-24,10.1101/2022.03.23.22272803,medRxiv (Preprint)
Estimation of the morbidity and mortality of congenital Chagas disease: a systematic review and meta-analysis,"Matthews, S.; Tannis, A.; Puchner, K. P.; Bottazzi, M. E.; Cafferata, M. L.; Comande, D.; Buekens, P.","Chagas disease is caused by the parasite Trypanosoma cruzi which can be transmitted from mother to baby during pregnancy. There is no consensus on the proportion of infected infants that become symptomatic for congenital Chagas disease (cCD). The objective of this systematic review is to determine the burden of cCD.

Articles from journal inception to 2020 reporting morbidity and mortality associated with cCD were retrieved from academic search databases. Observational studies, randomized-control trials, and studies of babies diagnosed with cCD were included. Studies were excluded if they were case reports or series, without original data, case-control without cCD incidence estimates, and/or did not report number of participants. Two reviewers screened articles for inclusion. To determine pooled proportion of symptomatic infants with cCD, individual symptoms, and case-fatality, random effects meta-analysis was performed.

We identified 4,531 records and reviewed 4,301, including 47 articles in the narrative summary and analysis. 28.3% (95% confidence interval (CI) = 19.0%, 38.5%); of cCD infants were symptomatic and 2.2% of infants died (95% CI = 1.3%, 3.5%). The proportion of infected infants with hepatosplenomegaly was 12.5%, preterm birth 6.0%, low birth weight 5.8%, anemia 4.9%, and jaundice 4.7%. Although most studies did not include a comparison group of non-infected infants, the proportion of infants with cCD symptomatic at birth are comparable to those with congenital toxoplasmosis (10.0%-30.0%) and congenital cytomegalovirus (10.0%-15.0%).

We conclude that cCD burden appears significant, but more studies comparing infected mother-infant dyads to non-infected ones are needed to determine an association of this burden to cCD infection.

Author summaryChagas disease is caused by the parasite Trypanosoma cruzi, which can be passed from mother to infant. It is estimated that one million women of reproductive age are infected with T. cruzi. Prior to our work, the proportion of infants infected with T. cruzi congenitally presenting with clinical symptoms was unknown. After systematically searching for and identifying studies that collected information on infants with congenital Chagas disease, we summarized and analyzed 47 studies. Our pooled analysis of these studies estimated that 28.3% of infants with congenital Chagas disease were symptomatic and 2.2% died. Prior work has shown that transmission of T. cruzi from mother to child occurs in 5% of cases. Other studies have shown that this transmission is preventable through treatment of women prior to conception, and infants can be cured if shown to be infected at birth. Our estimated proportion of 28.3% of infants diagnosed with cCD at birth presenting with clinical symptoms are comparable to infants diagnosed with congenital toxoplasmosis presenting with clinical symptoms (10.0%-30.0%) and congenital cytomegalovirus (10.0%-15.0%). More studies comparing infected mother-infant dyads to non-infected mother-infant dyads are needed to determine an association of this burden to cCD infection.",2022-04-14,10.1101/2022.04.12.22273277,medRxiv (Preprint)
Phenotypic associations with the HMOX1 GT(n) promoter repeat in European populations,"Hamilton, F. W.; Mitchell, R. E.; Ghazal, P.; Timpson, N. J.","HO-1 is a key enzyme in the management of heme in humans. A GT(n) repeat length in the gene HMOX1, has previously been widely associated with a variety of phenotypes, including susceptibility and outcomes in diabetes, cancer, infections, and neonatal jaundice. However, studies are generally small and results inconsistent. In this study, we imputed the GT(n) repeat length in two European cohorts (UK Biobank, n = 463,005; and Avon Longitudinal Study of Parents and Children (ALSPAC n = 937), with the reliability of imputation tested in other cohorts (1000 Genomes, HGDP, and UK-PGP). Subsequently, we measured the relationship between repeat length and previously identified associations (diabetes, COPD, pneumonia and infection related mortality in UK Biobank; neonatal jaundice in ALSPAC) and performed a phenome-wide association study (PheWAS) in UK Biobank. Despite high quality imputation (correlation between true repeat length and imputed repeat length >0.9 in test cohorts), no clinical associations were identified in either the PheWAS or specific association studies. These findings were robust to definitions of repeat length and sensitivity analyses. Despite multiple smaller studies identifying associations across a variety of clinical settings; we could not replicate or identify any relevant phenotypic associations with the HMOX1 GT(n) repeat.",2022-04-28,10.1101/2022.04.28.22274424,medRxiv (Preprint)
